"","ID","Period","Degree","Strength","Prop_BG","Prop_FG","Prop_SD","Prop_NF","HI","During","After","Group_size"
"241","C991","3-After_HAB",34,0.696415516789634,0,0.0140845070422535,0,0.436619718309859,"FG",0,1,2.63380281690141
"255","F128","3-After_HAB",72,1.72477674907387,0,0.00411522633744856,0,0.440329218106996,"FG",0,1,3.83471074380165
"257","F133","3-After_HAB",83,1.79111773320654,0,0.00284900284900285,0.00284900284900285,0.387464387464387,"FG",0,1,3.75574712643678
"263","F142","3-After_HAB",77,2.03466737523943,0,0.00510204081632653,0.0102040816326531,0.448979591836735,"FG",0,1,4.63076923076923
"265","F148","3-After_HAB",62,1.54258779065636,0,0.00377358490566038,0.00377358490566038,0.509433962264151,"FG",0,1,3.51526717557252
"270","F155","3-After_HAB",68,0.881236527949768,0,0.00442477876106195,0.00884955752212389,0.464601769911504,"FG",0,1,2.71171171171171
"272","F159","3-After_HAB",78,1.71667596515142,0,0.00343642611683849,0,0.439862542955326,"FG",0,1,3.82698961937716
"277","F175","3-After_HAB",84,1.02887044283026,0,0.00352112676056338,0.00704225352112676,0.348591549295775,"FG",0,1,2.73357664233577
"288","F203","3-After_HAB",79,1.33508766413751,0,0.00476190476190476,0.00952380952380952,0.333333333333333,"FG",0,1,3.46666666666667
"295","F236","3-After_HAB",72,2.10145901866007,0,0.0050761421319797,0,0.406091370558376,"FG",0,1,4.7319587628866
"298","F258","3-After_HAB",74,2.35783606435087,0,0.00749063670411985,0,0.411985018726592,"FG",0,1,4.53787878787879
"3001","F276","3-After_HAB",74,2.06435433763044,0.00881057268722467,0.00440528634361234,0.0220264317180617,0.444933920704846,"FG",0,1,4.39732142857143
"301","FB02","3-After_HAB",71,2.00369266506025,0,0.00985221674876847,0,0.408866995073892,"FG",0,1,4.535
"3251","FB79","3-After_HAB",85,1.05083478116623,0.00338983050847458,0.00338983050847458,0.0338983050847458,0.461016949152542,"FG",0,1,2.73498233215548
"328","FB92","3-After_HAB",74,1.71987511071983,0,0.004,0.012,0.436,"FG",0,1,3.82730923694779
"2351","BEGR","3-After_HAB",6,0.0331764293222688,0.66839378238342,0,0.0103626943005181,0.038860103626943,"SD",0,1,1.05392156862745
"238","C596","3-After_HAB",58,0.970453893472618,0,0,0.0204081632653061,0.448979591836735,"SD",0,1,3.85263157894737
"2391","C834","3-After_HAB",68,2.05412642319351,0,0.00543478260869565,0.0217391304347826,0.451086956521739,"SD",0,1,4.62430939226519
"240","C835","3-After_HAB",50,1.57757719972982,0,0,0.00719424460431655,0.431654676258993,"SD",0,1,3.68115942028985
"243","DRSN","3-After_HAB",48,0.837277742404681,0,0,0.0447761194029851,0.402985074626866,"SD",0,1,3.5625
"2451","F106","3-After_HAB",48,0.504533184913078,0.094017094017094,0,0.401709401709402,0.188034188034188,"SD",0,1,2.60227272727273
"246","F108","3-After_HAB",39,1.11242557756849,0,0,0.0471698113207547,0.415094339622642,"SD",0,1,3.22826086956522
"2471","F109","3-After_HAB",73,1.31449801651025,0.0101351351351351,0,0.0675675675675676,0.412162162162162,"SD",0,1,3.16724738675958
"251","F118","3-After_HAB",75,1.4748980102167,0,0,0.00490196078431373,0.416666666666667,"SD",0,1,3.90196078431373
"2571","F133","3-After_HAB",83,1.79111773320654,0,0.00284900284900285,0.00284900284900285,0.387464387464387,"SD",0,1,3.75574712643678
"2631","F142","3-After_HAB",77,2.03466737523943,0,0.00510204081632653,0.0102040816326531,0.448979591836735,"SD",0,1,4.63076923076923
"2651","F148","3-After_HAB",62,1.54258779065636,0,0.00377358490566038,0.00377358490566038,0.509433962264151,"SD",0,1,3.51526717557252
"2701","F155","3-After_HAB",68,0.881236527949768,0,0.00442477876106195,0.00884955752212389,0.464601769911504,"SD",0,1,2.71171171171171
"275","F165","3-After_HAB",63,1.42901293783121,0,0,0.0150753768844221,0.321608040201005,"SD",0,1,3.78787878787879
"2771","F175","3-After_HAB",84,1.02887044283026,0,0.00352112676056338,0.00704225352112676,0.348591549295775,"SD",0,1,2.73357664233577
"283","F188","3-After_HAB",79,2.11122187513582,0,0,0.00749063670411985,0.426966292134831,"SD",0,1,4.22348484848485
"284","F190","3-After_HAB",52,0.811223054625613,0,0,0.0405405405405405,0.432432432432432,"SD",0,1,3.31944444444444
"285","F194","3-After_HAB",36,1.03862413594657,0,0,0.0192307692307692,0.403846153846154,"SD",0,1,3.05434782608696
"2871","F198","3-After_HAB",88,1.82312084984065,0.00384615384615385,0,0.0115384615384615,0.423076923076923,"SD",0,1,4.19921875
"2881","F203","3-After_HAB",79,1.33508766413751,0,0.00476190476190476,0.00952380952380952,0.333333333333333,"SD",0,1,3.46666666666667
"291","F219","3-After_HAB",53,1.16700447124778,0,0,0.0119047619047619,0.464285714285714,"SD",0,1,3.48192771084337
"292","F220","3-After_HAB",61,1.6685487672921,0,0,0.00543478260869565,0.364130434782609,"SD",0,1,4.23076923076923
"293","F222","3-After_HAB",66,1.2565426886398,0,0,0.0167364016736402,0.422594142259414,"SD",0,1,3.21940928270042
"294","F228","3-After_HAB",66,1.53956970171358,0,0,0.0138248847926267,0.470046082949309,"SD",0,1,3.72558139534884
"297","F248","3-After_HAB",52,1.41662820734213,0,0,0.00813008130081301,0.430894308943089,"SD",0,1,3.71544715447154
"3002","F276","3-After_HAB",74,2.06435433763044,0.00881057268722467,0.00440528634361234,0.0220264317180617,0.444933920704846,"SD",0,1,4.39732142857143
"302","FB05","3-After_HAB",15,0.280009091585215,0,0,0.0625,0.375,"SD",0,1,1.83870967741935
"309","FB20","3-After_HAB",69,2.2983873177893,0,0,0.00359712230215827,0.424460431654676,"SD",0,1,4.39636363636364
"311","FB27","3-After_HAB",80,1.03235807342278,0,0,0.00735294117647059,0.433823529411765,"SD",0,1,3.27941176470588
"312","FB28","3-After_HAB",39,0.548632982563717,0,0,0.0256410256410256,0.307692307692308,"SD",0,1,2.25675675675676
"316","FB43","3-After_HAB",46,0.391835762913814,0,0,0.0211267605633803,0.253521126760563,"SD",0,1,1.89928057553957
"321","FB63","3-After_HAB",18,0.266806053887646,0,0,0.0416666666666667,0.375,"SD",0,1,2.16666666666667
"323","FB66","3-After_HAB",78,0.928324785743451,0,0,0.040983606557377,0.352459016393443,"SD",0,1,3.24576271186441
"3241","FB78","3-After_HAB",44,0.623491786469049,0.00540540540540541,0,0.0810810810810811,0.324324324324324,"SD",0,1,2.29050279329609
"3252","FB79","3-After_HAB",85,1.05083478116623,0.00338983050847458,0.00338983050847458,0.0338983050847458,0.461016949152542,"SD",0,1,2.73498233215548
"326","FB87","3-After_HAB",58,1.35795828538812,0,0,0.00847457627118644,0.449152542372881,"SD",0,1,3.56896551724138
"3281","FB92","3-After_HAB",74,1.71987511071983,0,0.004,0.012,0.436,"SD",0,1,3.82730923694779
"329","FB93","3-After_HAB",86,1.2083827224099,0,0,0.0290697674418605,0.412790697674419,"SD",0,1,3.43529411764706
"334","JOSC","3-After_HAB",53,1.09224679007179,0,0,0.0120481927710843,0.421686746987952,"SD",0,1,3.73493975903614
"339","M145","3-After_HAB",41,1.07005330987415,0,0,0.0178571428571429,0.5,"SD",0,1,3.39285714285714
"344","RY34","3-After_HAB",59,1.85053811751322,0,0,0.00847457627118644,0.5,"SD",0,1,4.27118644067797
"236","BOOT","3-After_HAB",33,0.721589278242024,0,0,0,0.52,"NF",0,1,4.32
"237","BOXR","3-After_HAB",72,1.6781254076415,0,0,0,0.417647058823529,"NF",0,1,4.27218934911243
"242","CWM3","3-After_HAB",21,0.809901105099819,0,0,0,0.653846153846154,"NF",0,1,3.30769230769231
"244","F102","3-After_HAB",21,1.52600634213631,0,0,0,0.5,"NF",0,1,3.14814814814815
"248","F110","3-After_HAB",43,1.59082932576537,0,0,0,0.577981651376147,"NF",0,1,3.48623853211009
"249","F113","3-After_HAB",72,1.75988808989185,0,0,0,0.27734375,"NF",0,1,4.03149606299213
"250","F114","3-After_HAB",39,0.551033255520517,0,0,0,0.483870967741935,"NF",0,1,2.95081967213115
"252","F123","3-After_HAB",65,1.26421928115151,0,0,0,0.429864253393665,"NF",0,1,3.23744292237443
"253","F125","3-After_HAB",77,1.18929681434842,0,0,0,0.491869918699187,"NF",0,1,3.14814814814815
"254","F127","3-After_HAB",65,1.25818109253863,0,0,0,0.459016393442623,"NF",0,1,3.15289256198347
"256","F131","3-After_HAB",75,1.30042699647969,0,0,0,0.475728155339806,"NF",0,1,3.08116883116883
"258","F134","3-After_HAB",20,0.633228631214723,0,0,0,0.333333333333333,"NF",0,1,3.14285714285714
"259","F135","3-After_HAB",72,1.1799665760218,0,0,0,0.493723849372385,"NF",0,1,3.13389121338912
"260","F137","3-After_HAB",70,1.58602271064246,0,0,0,0.375757575757576,"NF",0,1,3.92121212121212
"261","F138","3-After_HAB",82,1.94676931183323,0,0,0,0.497907949790795,"NF",0,1,4.42016806722689
"262","F141","3-After_HAB",61,1.18127625684593,0,0,0,0.385245901639344,"NF",0,1,3.47107438016529
"264","F146","3-After_HAB",84,1.78314389255121,0,0,0,0.416370106761566,"NF",0,1,4.01071428571429
"266","F149","3-After_HAB",52,0.920004121133385,0,0,0,0.275590551181102,"NF",0,1,3
"267","F151","3-After_HAB",79,1.47548910016169,0,0,0,0.315508021390374,"NF",0,1,3.64324324324324
"268","F153","3-After_HAB",37,0.804334009404041,0,0,0,0.456140350877193,"NF",0,1,2.83185840707965
"269","F154","3-After_HAB",25,0.197293532719397,0,0,0,0.166666666666667,"NF",0,1,2.20833333333333
"271","F157","3-After_HAB",58,1.30511362466607,0,0,0,0.351648351648352,"NF",0,1,4.27472527472527
"273","F162","3-After_HAB",11,0.407217574035677,0,0,0,0.518518518518518,"NF",0,1,2.11111111111111
"274","F164","3-After_HAB",64,1.15610069796849,0,0,0,0.413333333333333,"NF",0,1,3.63087248322148
"276","F167","3-After_HAB",36,0.778203275774129,0,0,0,0.467532467532468,"NF",0,1,2.85333333333333
"278","F176","3-After_HAB",54,0.913839643928302,0,0,0,0.5,"NF",0,1,3.37755102040816
"279","F178","3-After_HAB",79,2.12758144103614,0,0,0,0.435114503816794,"NF",0,1,4.28076923076923
"280","F180","3-After_HAB",6,0.552926155931212,0,0,0,0.454545454545455,"NF",0,1,3.18181818181818
"281","F181","3-After_HAB",53,0.740947699680816,0,0,0,0.418181818181818,"NF",0,1,3.61818181818182
"282","F182","3-After_HAB",62,1.9469757626086,0,0,0,0.460526315789474,"NF",0,1,4.78145695364238
"286","F196","3-After_HAB",91,2.20773879231393,0,0,0,0.424920127795527,"NF",0,1,4.34193548387097
"289","F215","3-After_HAB",57,0.635445164019183,0,0,0,0.416,"NF",0,1,2.41935483870968
"290","F218","3-After_HAB",40,0.59689496571586,0,0,0,0.384615384615385,"NF",0,1,4.38461538461539
"296","F237","3-After_HAB",80,1.09996136514004,0,0,0,0.271523178807947,"NF",0,1,3.11258278145695
"299","F268","3-After_HAB",81,2.00851448933621,0,0,0,0.376760563380282,"NF",0,1,4.21276595744681
"303","FB07","3-After_HAB",75,1.57079227437763,0,0,0,0.402654867256637,"NF",0,1,3.92035398230089
"304","FB09","3-After_HAB",56,0.677844225982564,0,0,0,0.443037974683544,"NF",0,1,3.17721518987342
"305","FB10","3-After_HAB",72,1.40666765800001,0,0,0,0.416107382550336,"NF",0,1,3.56756756756757
"306","FB11","3-After_HAB",84,1.39438191442663,0,0,0,0.344322344322344,"NF",0,1,3.43173431734317
"307","FB13","3-After_HAB",29,0.469924299962613,0,0,0,0.338461538461538,"NF",0,1,2.66153846153846
"308","FB15","3-After_HAB",55,1.16434787339606,0,0,0,0.451776649746193,"NF",0,1,3
"310","FB25","3-After_HAB",62,0.910119791578627,0,0,0,0.433526011560694,"NF",0,1,2.77575757575758
"313","FB33","3-After_HAB",68,1.32903421363153,0,0,0,0.345177664974619,"NF",0,1,3.56122448979592
"315","FB36","3-After_HAB",73,1.23643024202312,0,0,0,0.359649122807018,"NF",0,1,3.64035087719298
"317","FB44","3-After_HAB",47,0.948250218571758,0,0,0,0.582417582417582,"NF",0,1,3.25555555555556
"318","FB48","3-After_HAB",11,0.283984997944955,0,0,0,0.368421052631579,"NF",0,1,2.33333333333333
"319","FB54","3-After_HAB",59,0.974712332521809,0,0,0,0.383419689119171,"NF",0,1,2.86979166666667
"320","FB55","3-After_HAB",74,1.0345371389646,0,0,0,0.43452380952381,"NF",0,1,3.20833333333333
"322","FB65","3-After_HAB",79,1.41092566371289,0,0,0,0.314516129032258,"NF",0,1,3.45344129554656
"327","FB90","3-After_HAB",80,1.08356294999763,0,0,0,0.35036496350365,"NF",0,1,2.88602941176471
"330","HAIR","3-After_HAB",24,0.874709755677384,0,0,0,0.212765957446809,"NF",0,1,2.93617021276596
"331","HBMB","3-After_HAB",26,1.38661270427491,0,0,0,0.431818181818182,"NF",0,1,3.84090909090909
"332","HIQQ","3-After_HAB",21,1.52119865639695,0,0,0,0.52,"NF",0,1,3.26
"333","IKN2","3-After_HAB",55,1.26456226680567,0,0,0,0.440298507462687,"NF",0,1,3.23134328358209
"335","LDMA","3-After_HAB",21,0.61508635839064,0,0,0,0.305555555555556,"NF",0,1,2.55555555555556
"336","LIZD","3-After_HAB",8,0.124686697173386,0,0,0,0.65,"NF",0,1,1.5
"337","LNPC","3-After_HAB",22,1.23726435739588,0,0,0,0.288461538461538,"NF",0,1,3.21153846153846
"338","LNPF","3-After_HAB",20,1.07963449492658,0,0,0,0.269230769230769,"NF",0,1,3
"340","MPTB","3-After_HAB",61,1.92594449036832,0,0,0,0.487179487179487,"NF",0,1,4.4017094017094
"341","PNBT","3-After_HAB",45,1.6483077774824,0,0,0,0.645161290322581,"NF",0,1,4.51612903225806
"342","PSDQ","3-After_HAB",22,1.20903222058212,0,0,0,0.454545454545455,"NF",0,1,3.75757575757576
"343","RTMW","3-After_HAB",19,0.34846375615297,0,0,0,0.333333333333333,"NF",0,1,2.04878048780488
"345","SOLB","3-After_HAB",42,1.52309135721361,0,0,0,0.556701030927835,"NF",0,1,3.58762886597938
"346","TCTV","3-After_HAB",28,0.380985758539318,0,0,0,0.694444444444444,"NF",0,1,2.61111111111111
"347","TDTL","3-After_HAB",20,0.434372531820021,0,0,0,0.21875,"NF",0,1,2.40625
"348","TSMV","3-After_HAB",26,0.943836269634796,0,0,0,0.382352941176471,"NF",0,1,3.35294117647059
"349","VSTH","3-After_HAB",44,1.60419961732661,0,0,0,0.690909090909091,"NF",0,1,4.72727272727273
"350","WHOO","3-After_HAB",7,0.04151091638307,0,0,0,0.857142857142857,"NF",0,1,1.57142857142857
"351","ZELD","3-After_HAB",15,0.284448723446662,0,0,0,0.6875,"NF",0,1,2.875
