"","ID","Period","Degree","Strength","Prop_BG","Prop_FG","Prop_SD","Prop_NF","HI","During","After","Group_size"
"112","TCTV","1-Before_HAB",39,0.602939388720963,0,0,0,0.5,"NF",0,0,3.97058823529412
"113","TDTL","1-Before_HAB",13,0.672179595858046,0,0,0,0.545454545454545,"NF",0,0,3
"114","TSMV","1-Before_HAB",19,0.681859484122585,0,0,0,0.222222222222222,"NF",0,0,3.11111111111111
"115","VSTH","1-Before_HAB",18,1.68874428445526,0,0,0,0.214285714285714,"NF",0,0,4.35714285714286
"116","WHOO","1-Before_HAB",30,0.621225249198672,0,0,0,0.36,"NF",0,0,4.16
"117","ZELD","1-Before_HAB",13,0.5669189500288,0,0,0,0.363636363636364,"NF",0,0,3.27272727272727
"118","BEGR","2-During_HAB",9,0.0428183726665838,0.815286624203822,0,0,0.0382165605095541,"BG",1,0,1.08053691275168
"168","F194","2-During_HAB",47,0.491180121802511,0.0117647058823529,0,0,0.352941176470588,"BG",1,0,2.21176470588235
"130","F109","2-During_HAB",81,1.36138984898954,0,0.00403225806451613,0.00403225806451613,0.395161290322581,"FG",1,0,3.34274193548387
"134","F118","2-During_HAB",97,2.06912449817077,0,0.00398406374501992,0,0.318725099601594,"FG",1,0,4.50597609561753
"136","F125","2-During_HAB",83,1.70112543859535,0,0.00512820512820513,0,0.415384615384615,"FG",1,0,3.99487179487179
"142","F135","2-During_HAB",64,2.01779455770405,0,0.00350877192982456,0,0.326315789473684,"FG",1,0,4.10877192982456
"144","F138","2-During_HAB",89,2.21661455868206,0,0.00512820512820513,0,0.41025641025641,"FG",1,0,5.17435897435897
"169","F196","2-During_HAB",90,2.17429739974018,0,0.00432900432900433,0,0.38961038961039,"FG",1,0,4.65367965367965
"181","F258","2-During_HAB",73,1.86002286625091,0,0.00641025641025641,0,0.384615384615385,"FG",1,0,4.48717948717949
"184","FB02","2-During_HAB",79,2.25993821045887,0,0.00632911392405063,0,0.417721518987342,"FG",1,0,5.27215189873418
"192","FB20","2-During_HAB",76,1.99301184766492,0,0.00495049504950495,0,0.381188118811881,"FG",1,0,4.28217821782178
"197","FB35","2-During_HAB",31,0.559483734215037,0,0.032258064516129,0,0.387096774193548,"FG",1,0,3.45161290322581
"202","FB54","2-During_HAB",73,2.04550260360441,0,0.00374531835205993,0,0.329588014981273,"FG",1,0,4.2434456928839
"208","FB79","2-During_HAB",88,1.68084428944888,0,0.00492610837438424,0.0197044334975369,0.300492610837438,"FG",1,0,4.18226600985222
"128","F106","2-During_HAB",88,1.34766598878598,0,0,0.00505050505050505,0.277777777777778,"SD",1,0,3.69191919191919
"1301","F109","2-During_HAB",81,1.36138984898954,0,0.00403225806451613,0.00403225806451613,0.395161290322581,"SD",1,0,3.34274193548387
"138","F128","2-During_HAB",89,2.01152289447886,0,0,0.00467289719626168,0.41588785046729,"SD",1,0,4.49532710280374
"156","F162","2-During_HAB",22,0.442987867331957,0,0,0.0526315789473684,0.263157894736842,"SD",1,0,3.10526315789474
"173","F218","2-During_HAB",62,1.59697409950068,0,0,0.00476190476190476,0.247619047619048,"SD",1,0,3.94761904761905
"174","F219","2-During_HAB",58,1.19260307231577,0,0,0.0303030303030303,0.393939393939394,"SD",1,0,4.93939393939394
"175","F220","2-During_HAB",84,1.99632163616783,0,0,0.0075187969924812,0.195488721804511,"SD",1,0,4.3811320754717
"176","F222","2-During_HAB",84,1.81314939743166,0,0,0.014218009478673,0.279620853080569,"SD",1,0,4.2952380952381
"183","F276","2-During_HAB",61,1.28001882404509,0,0,0.0104166666666667,0.416666666666667,"SD",1,0,4.07291666666667
"200","FB44","2-During_HAB",68,1.43882803190008,0,0,0.0169491525423729,0.355932203389831,"SD",1,0,5.50847457627119
"207","FB78","2-During_HAB",57,0.665819715444802,0,0,0.0238095238095238,0.238095238095238,"SD",1,0,2.49206349206349
"2081","FB79","2-During_HAB",88,1.68084428944888,0,0.00492610837438424,0.0197044334975369,0.300492610837438,"SD",1,0,4.18226600985222
"211","FB92","2-During_HAB",82,1.52158976359842,0,0,0.00495049504950495,0.346534653465347,"SD",1,0,3.85148514851485
"216","IKN2","2-During_HAB",59,1.73096951455219,0,0,0.00970873786407767,0.368932038834951,"SD",1,0,4.67961165048544
"119","BOOT","2-During_HAB",30,0.619415119046704,0,0,0,0,"NF",1,0,4.26666666666667
"120","BOXR","2-During_HAB",65,1.10686672384361,0,0,0,0.23943661971831,"NF",1,0,4.28169014084507
"121","C596","2-During_HAB",87,1.91154224592625,0,0,0,0.369565217391304,"NF",1,0,5.14492753623188
"122","C834","2-During_HAB",63,1.44715653246714,0,0,0,0.40495867768595,"NF",1,0,4.00826446280992
"123","C835","2-During_HAB",66,1.41317866829189,0,0,0,0.407766990291262,"NF",1,0,4.24271844660194
"124","C991","2-During_HAB",61,1.0470798483091,0,0,0,0.25,"NF",1,0,4.40277777777778
"125","CWM3","2-During_HAB",21,0.755765707152271,0,0,0,0.230769230769231,"NF",1,0,4.38461538461539
"126","DRSN","2-During_HAB",51,0.902118204310695,0,0,0,0.291666666666667,"NF",1,0,3.85416666666667
"127","F102","2-During_HAB",23,0.638465880223367,0,0,0,0.315789473684211,"NF",1,0,2.89473684210526
"129","F108","2-During_HAB",51,1.16211110006261,0,0,0,0.328947368421053,"NF",1,0,3.78947368421053
"1311","F110","2-During_HAB",56,1.77316117587737,0,0,0,0.361702127659574,"NF",1,0,4.27659574468085
"132","F113","2-During_HAB",81,2.50668019955852,0,0,0,0.224299065420561,"NF",1,0,4.98442367601246
"133","F114","2-During_HAB",56,1.07605163811129,0,0,0,0.398148148148148,"NF",1,0,3.36111111111111
"135","F123","2-During_HAB",72,1.89863855091091,0,0,0,0.408045977011494,"NF",1,0,3.7816091954023
"137","F127","2-During_HAB",52,1.61883260881195,0,0,0,0.482142857142857,"NF",1,0,3.66666666666667
"139","F131","2-During_HAB",96,1.92027649453184,0,0,0,0.324894514767932,"NF",1,0,4.19409282700422
"140","F133","2-During_HAB",85,2.54293983753993,0,0,0,0.225308641975309,"NF",1,0,4.74613003095975
"141","F134","2-During_HAB",21,0.379192482959042,0,0,0,0.375,"NF",1,0,2.20833333333333
"143","F137","2-During_HAB",75,2.42101567217557,0,0,0,0.324427480916031,"NF",1,0,4.55343511450382
"145","F141","2-During_HAB",59,1.44785774435355,0,0,0,0.265060240963855,"NF",1,0,3.73493975903614
"146","F142","2-During_HAB",65,1.51182594029154,0,0,0,0.384615384615385,"NF",1,0,4.20512820512821
"147","F146","2-During_HAB",93,2.5965564984055,0,0,0,0.234042553191489,"NF",1,0,4.99088145896657
"148","F148","2-During_HAB",64,1.77975924924081,0,0,0,0.226495726495726,"NF",1,0,4.33333333333333
"149","F149","2-During_HAB",75,1.63606910071162,0,0,0,0.225563909774436,"NF",1,0,4.26315789473684
"150","F151","2-During_HAB",66,1.87234899173238,0,0,0,0.254310344827586,"NF",1,0,4.09051724137931
"151","F153","2-During_HAB",48,0.925091664065834,0,0,0,0.319444444444444,"NF",1,0,3.58333333333333
"152","F154","2-During_HAB",38,0.278915274872587,0,0,0,0.285714285714286,"NF",1,0,2.82142857142857
"153","F155","2-During_HAB",84,1.66074126897986,0,0,0,0.245283018867925,"NF",1,0,4.24056603773585
"154","F157","2-During_HAB",75,2.36300600329115,0,0,0,0.307984790874525,"NF",1,0,4.44866920152091
"155","F159","2-During_HAB",88,2.0497347832458,0,0,0,0.356382978723404,"NF",1,0,5.02127659574468
"157","F164","2-During_HAB",84,1.34001776403721,0,0,0,0.365384615384615,"NF",1,0,4.56730769230769
"158","F165","2-During_HAB",69,1.62427450229127,0,0,0,0.21875,"NF",1,0,4.63125
"159","F167","2-During_HAB",37,0.82330991805399,0,0,0,0.365853658536585,"NF",1,0,3.65853658536585
"160","F175","2-During_HAB",94,1.40075540822244,0,0,0,0.267558528428094,"NF",1,0,3.2742474916388
"161","F176","2-During_HAB",63,1.16858320101324,0,0,0,0.317757009345794,"NF",1,0,4
"162","F178","2-During_HAB",91,2.00085100296619,0,0,0,0.329588014981273,"NF",1,0,4.25468164794007
"163","F180","2-During_HAB",15,0.265836293492845,0,0,0,0.545454545454545,"NF",1,0,2.63636363636364
"164","F181","2-During_HAB",54,0.842264404822614,0,0,0,0.322314049586777,"NF",1,0,2.94214876033058
"165","F182","2-During_HAB",78,1.33354619290122,0,0,0,0.321167883211679,"NF",1,0,3.76642335766423
"166","F188","2-During_HAB",85,2.1871578164408,0,0,0,0.32,"NF",1,0,5.175
"167","F190","2-During_HAB",56,1.17583973497134,0,0,0,0.296296296296296,"NF",1,0,3.68888888888889
"170","F198","2-During_HAB",90,2.13078082443661,0,0,0,0.288389513108614,"NF",1,0,4.52434456928839
"171","F203","2-During_HAB",85,2.12437840660552,0,0,0,0.210526315789474,"NF",1,0,5.05921052631579
"172","F215","2-During_HAB",30,0.400041866440506,0,0,0,0.2,"NF",1,0,2.24285714285714
"177","F228","2-During_HAB",90,2.62930354691866,0,0,0,0.215277777777778,"NF",1,0,4.97916666666667
"178","F236","2-During_HAB",80,2.06022842409517,0,0,0,0.430379746835443,"NF",1,0,4.84177215189873
"179","F237","2-During_HAB",63,1.28610535736605,0,0,0,0.362745098039216,"NF",1,0,4.05882352941176
"180","F248","2-During_HAB",52,1.64836924203369,0,0,0,0.457142857142857,"NF",1,0,4.44761904761905
"182","F268","2-During_HAB",83,2.06173943853256,0,0,0,0.406666666666667,"NF",1,0,5.16666666666667
"185","FB05","2-During_HAB",63,1.33937370785067,0,0,0,0.222222222222222,"NF",1,0,3.62222222222222
"186","FB07","2-During_HAB",88,2.19566627312139,0,0,0,0.215094339622642,"NF",1,0,4.79622641509434
"187","FB09","2-During_HAB",79,1.72824804616927,0,0,0,0.253731343283582,"NF",1,0,4.46268656716418
"188","FB10","2-During_HAB",83,1.45957850430396,0,0,0,0.221649484536082,"NF",1,0,3.75257731958763
"189","FB11","2-During_HAB",81,1.90787212261132,0,0,0,0.216949152542373,"NF",1,0,4.24745762711864
"190","FB13","2-During_HAB",59,1.61575953728082,0,0,0,0.43312101910828,"NF",1,0,3.77070063694268
"191","FB15","2-During_HAB",72,1.89079279799315,0,0,0,0.408045977011494,"NF",1,0,3.76436781609195
"193","FB25","2-During_HAB",85,1.56010715063219,0,0,0,0.309859154929577,"NF",1,0,4.32394366197183
"194","FB27","2-During_HAB",101,1.66828885559999,0,0,0,0.2875,"NF",1,0,4.525
"195","FB28","2-During_HAB",67,0.880574632792086,0,0,0,0.162162162162162,"NF",1,0,3.05405405405405
"196","FB33","2-During_HAB",71,1.68344572292398,0,0,0,0.242424242424242,"NF",1,0,3.97402597402597
"198","FB36","2-During_HAB",86,1.24571654767341,0,0,0,0.325757575757576,"NF",1,0,3.87121212121212
"199","FB43","2-During_HAB",66,0.768961987839517,0,0,0,0.24031007751938,"NF",1,0,2.83720930232558
"201","FB48","2-During_HAB",52,0.674577738023991,0,0,0,0.116279069767442,"NF",1,0,3.62790697674419
"203","FB55","2-During_HAB",73,1.76493020830048,0,0,0,0.256637168141593,"NF",1,0,4.14159292035398
"204","FB63","2-During_HAB",53,0.939658373927418,0,0,0,0.190140845070423,"NF",1,0,3.23239436619718
"205","FB65","2-During_HAB",92,2.50051766578981,0,0,0,0.200716845878136,"NF",1,0,4.81720430107527
"206","FB66","2-During_HAB",86,1.05002561863646,0,0,0,0.183406113537118,"NF",1,0,2.90393013100437
"209","FB87","2-During_HAB",53,0.893483628978332,0,0,0,0.25,"NF",1,0,3.34375
"210","FB90","2-During_HAB",87,2.54961450796963,0,0,0,0.224924012158055,"NF",1,0,4.72036474164134
"212","FB93","2-During_HAB",91,1.36312622725466,0,0,0,0.309677419354839,"NF",1,0,3.87096774193548
"213","HAIR","2-During_HAB",27,1.17589736071656,0,0,0,0.2,"NF",1,0,3.6
"214","HBMB","2-During_HAB",41,1.13525820443109,0,0,0,0.3125,"NF",1,0,3.875
"215","HIQQ","2-During_HAB",26,0.673424680351332,0,0,0,0.222222222222222,"NF",1,0,3.61111111111111
"217","JOSC","2-During_HAB",51,0.719139450831709,0,0,0,0.382716049382716,"NF",1,0,2.88888888888889
"218","LDMA","2-During_HAB",22,0.965099938420151,0,0,0,0.181818181818182,"NF",1,0,3.27272727272727
"219","LIZD","2-During_HAB",19,0.261073453534561,0,0,0,0.352941176470588,"NF",1,0,2.41176470588235
"220","LNPC","2-During_HAB",24,1.49474713052067,0,0,0,0.142857142857143,"NF",1,0,3.95238095238095
"221","LNPF","2-During_HAB",24,1.23900289617022,0,0,0,0.25,"NF",1,0,4.125
"222","M145","2-During_HAB",33,1.00632685577594,0,0,0,0.173913043478261,"NF",1,0,3.95652173913043
"223","MPTB","2-During_HAB",72,2.48502982035516,0,0,0,0.431034482758621,"NF",1,0,5.51724137931035
"224","PNBT","2-During_HAB",29,1.09011835065834,0,0,0,0.214285714285714,"NF",1,0,4.85714285714286
"225","PSDQ","2-During_HAB",18,0.817538837439975,0,0,0,0.571428571428571,"NF",1,0,3.64285714285714
"226","RTMW","2-During_HAB",31,0.655369278898511,0,0,0,0.166666666666667,"NF",1,0,3.375
"227","RY34","2-During_HAB",70,2.43543851827868,0,0,0,0.441860465116279,"NF",1,0,5.1640625
"228","SOLB","2-During_HAB",52,1.77857276099033,0,0,0,0.378048780487805,"NF",1,0,4.57317073170732
"229","TCTV","2-During_HAB",25,0.442494635759191,0,0,0,0.5,"NF",1,0,2.78571428571429
"230","TDTL","2-During_HAB",17,0.964938449364188,0,0,0,0.25,"NF",1,0,3.6875
"231","TSMV","2-During_HAB",27,0.730913830047996,0,0,0,0.384615384615385,"NF",1,0,4.38461538461539
"232","VSTH","2-During_HAB",36,0.950656999711411,0,0,0,0.214285714285714,"NF",1,0,5.21428571428571
"233","WHOO","2-During_HAB",35,0.755498286040389,0,0,0,0.394736842105263,"NF",1,0,3.94736842105263
"234","ZELD","2-During_HAB",23,0.280876362779386,0,0,0,0.2,"NF",1,0,2.6
"235","BEGR","3-After_HAB",6,0.0331764293222688,0.66839378238342,0,0.0103626943005181,0.038860103626943,"BG",0,1,1.05392156862745
"245","F106","3-After_HAB",48,0.504533184913078,0.094017094017094,0,0.401709401709402,0.188034188034188,"BG",0,1,2.60227272727273
"247","F109","3-After_HAB",73,1.31449801651025,0.0101351351351351,0,0.0675675675675676,0.412162162162162,"BG",0,1,3.16724738675958
"287","F198","3-After_HAB",88,1.82312084984065,0.00384615384615385,0,0.0115384615384615,0.423076923076923,"BG",0,1,4.19921875
"300","F276","3-After_HAB",74,2.06435433763044,0.00881057268722467,0.00440528634361234,0.0220264317180617,0.444933920704846,"BG",0,1,4.39732142857143
"314","FB35","3-After_HAB",31,0.39780615933871,0.0126582278481013,0,0,0.417721518987342,"BG",0,1,2.09333333333333
"324","FB78","3-After_HAB",44,0.623491786469049,0.00540540540540541,0,0.0810810810810811,0.324324324324324,"BG",0,1,2.29050279329609
"325","FB79","3-After_HAB",85,1.05083478116623,0.00338983050847458,0.00338983050847458,0.0338983050847458,0.461016949152542,"BG",0,1,2.73498233215548
"239","C834","3-After_HAB",68,2.05412642319351,0,0.00543478260869565,0.0217391304347826,0.451086956521739,"FG",0,1,4.62430939226519
